n_robots,seed,arm,pose_rmse,align_rmse,trust_yield,n_delivered
4,27,bacs_gated,0.26623593540415047,0.16400216892951228,0.3116989056315447,32
4,27,plus_0.30_6,0.34457998546740337,0.1339547417960525,0.3392535510491958,32
4,27,plus_0.60_5,0.2921188988377658,0.19381830363413888,0.26024118597603196,32
4,28,fifo,0.40761578484633687,0.15725666042923633,0.44479498460548106,32
4,28,bacs_gated,0.37823101289463895,0.13393302427301215,0.4123926431007915,32
4,28,plus_0.30_6,0.3687295085519845,0.11648842645941325,0.4134034694432095,32
4,28,plus_0.60_5,0.6594834031023553,0.14618445151593537,0.37347667599285683,32
4,29,fifo,0.2163200155731301,0.20083654861021838,0.5784312764222408,32
4,29,bacs_gated,0.4331863735203493,0.44984248730856313,0.4096968608389871,32
4,29,plus_0.30_6,0.34259438508421125,0.45008470566228115,0.36376143171203534,32
4,29,plus_0.60_5,0.4151099998442153,0.4623650411832398,0.3068958779862966,32
4,30,fifo,0.33874822637307045,0.30477264563934336,0.4956670738444774,32
4,30,bacs_gated,0.2510134741676793,0.1790851954702006,0.5188492710290376,32
4,30,plus_0.30_6,0.23305227528507347,0.20673645364064291,0.4769676060035581,32
4,30,plus_0.60_5,0.20944278850684733,0.14463577790173843,0.4335761622856235,32
4,31,fifo,0.24806865491362062,0.20320343566876048,0.5874870799923778,32
4,31,bacs_gated,0.21882854679602506,0.16921816207939624,0.5606309552362324,32
4,31,plus_0.30_6,0.23625500017928985,0.18189821461981764,0.5444953801166563,32
4,31,plus_0.60_5,0.20674883824973062,0.1495571423448279,0.5793513852788309,32
4,32,fifo,0.2441602395162923,0.2561510920158607,0.5052231397563736,32
4,32,bacs_gated,0.352271807673071,0.1814152535620618,0.40810119294359376,32
4,32,plus_0.30_6,0.33602899668868524,0.17174535905085697,0.40931909513397163,32
4,32,plus_0.60_5,0.31461367040048216,0.15545384547589805,0.3951957945647832,32
4,33,fifo,0.5141993810475924,0.5398917978414289,0.4176250133931584,32
4,33,bacs_gated,0.3446239051934343,0.14663213245827109,0.44082818452870814,32
4,33,plus_0.30_6,0.28649791802767843,0.2826698842178881,0.3550618595748853,32
4,33,plus_0.60_5,0.2303634371625869,0.20169712336427623,0.35818119510850455,32
4,34,fifo,0.30898531994078615,0.2353523272120966,0.5131076976475498,32
4,34,bacs_gated,0.44224863096508965,0.24957023053105293,0.4884034466757219,32
4,34,plus_0.30_6,0.3714216722204208,0.2899257424687001,0.42029428572838234,32
4,34,plus_0.60_5,0.3062394530958009,0.2622774820327307,0.42507802092604996,32
4,35,fifo,0.30054475401490044,0.1633147333204734,0.3533184458452906,32
4,35,bacs_gated,0.25763848739503564,0.18737550872535091,0.49045599948337765,32
4,35,plus_0.30_6,0.2689113013892773,0.18225175227474452,0.45912340797051676,32
4,35,plus_0.60_5,0.23646887542868308,0.13198917620991824,0.43374808413162996,32
